# kf	n	Kin	HF_NN	Scnd_NN	Trd_NN_tot	Fth_tot	total
1.13972	0.05	16.16071	-7.48708	-2.23275	0.22391	-0.06983999999999999	6.594950000000003
1.21113	0.06	18.24937	-8.69371	-2.57778	0.28423	-0.06309999999999999	7.199009999999999
1.27499	0.07	20.22456	-9.83991	-2.91131	0.33198	-0.05448000000000003	7.75084
1.33302	0.08	22.10753	-10.93239	-3.23193	0.36801	-0.04136000000000006	8.269860000000001
1.3864	0.09	23.91344	-11.97668	-3.54	0.39274	-0.025519999999999987	8.76398
1.43595	0.1	25.65352	-12.97743	-3.83435	0.40708	-0.010399999999999965	9.23842
1.48231	0.11	27.33645	-13.9386	-4.11597	0.41366	0.0028699999999999837	9.69841
1.52593	0.12	28.96906	-14.86359	-4.38554	0.41322	0.016030000000000044	10.14918
1.56719	0.13	30.55689	-15.75534	-4.64362	0.40634	0.03253000000000006	10.596799999999998
1.60639	0.14	32.10448	-16.61639	-4.89	0.39373	0.04135999999999995	11.033180000000002
1.64376	0.15	33.61562	-17.44895	-5.12783	0.37797000000000003	0.05141000000000007	11.46822
1.6795	0.16	35.09352	-18.25494	-5.3586	0.35921	0.06001999999999996	11.899209999999997
1.71379	0.17	36.54093	-19.03606	-5.58296	0.33868	0.06833999999999996	12.328930000000003
1.74675	0.18	37.96021	-19.79378	-5.80189	0.31547000000000003	0.06927999999999979	12.749289999999993
1.77852	0.19	39.35344	-20.52942	-6.01625	0.29201000000000005	0.07325000000000004	13.17303
1.80919	0.2	40.72243	-21.24413	-6.23018	0.26834	0.07238999999999984	13.588850000000004
1.83885	0.21	42.06877	-21.93896	-6.44299	0.24470000000000008	0.08029000000000008	14.011809999999999
1.86759	0.22	43.39391	-22.36939	-6.61595	0.21764000000000006	0.07241000000000009	14.698619999999998
1.89547	0.23	44.69911	-23.00368	-6.82772	0.19433999999999996	0.07128999999999985	15.133339999999999
1.92255	0.24	45.98552	-23.61977	-7.04184	0.17179	0.06820000000000004	15.5639
1.94889	0.25	47.25419	-24.21842	-7.26125	0.14993000000000006	0.06470999999999982	15.989160000000002
1.97453	0.26	48.50605	-24.80032	-7.48613	0.12992000000000004	0.05616000000000021	16.405680000000004
1.99953	0.27	49.74195	-25.36614	-7.71613	0.11138000000000003	0.04897000000000007	16.820030000000003
2.02392	0.28	50.96269	-25.9165	-7.95426	0.09410000000000002	0.04120999999999997	17.227240000000005
2.04773	0.29	52.16898	-26.45204	-8.20208	0.07850000000000007	0.030279999999999863	17.62364
2.071	0.3	53.36147	-26.97334	-8.45949	0.06579999999999997	0.017699999999999827	18.012139999999995
2.09376	0.31	54.54079	-27.48101	-8.7292	0.05525000000000002	0.006939999999999724	18.39277
2.11604	0.32	55.70749	-27.97562	-9.01205	0.04749999999999993	-0.005389999999999784	18.76193
2.13786	0.33	56.86211	-28.45776	-9.30883	0.043920000000000015	-0.023050000000000015	19.11639
2.15924	0.34	58.00511	-28.92801	-9.62144	0.04248000000000002	-0.0428299999999997	19.455310000000004
