# kf	n	Kin	HF_tot	Scnd_tot	Trd_tot	Fth_tot	total
0.904594	0.05	10.1806	-11.2549	-6.839541	-0.56155	0.02678	-8.448611
0.961274	0.06	11.4964	-12.85631	-7.683202	-0.47749	0.23218	-9.288422
1.01196	0.07	12.7407	-14.28816	-8.489486	-0.46051	0.38783	-10.10963
1.05802	0.08	13.9269	-15.55735	-9.270085	-0.51042	0.49349	-10.91746
1.10038	0.09	15.0645	-16.66942	-10.03376	-0.61977	0.58214	-11.67631
1.13972	0.1	16.1607	-17.62912	-10.78527	-0.78103	0.61636	-12.41836
1.17651	0.11	17.2209	-18.44053	-11.52792	-0.98619	0.65332	-13.08042
1.21113	0.12	18.2494	-19.10742	-12.26111	-1.22608	0.66009	-13.68512
1.24388	0.13	19.2496	-19.63293	-12.98732	-1.49522	0.65163	-14.21424
1.27499	0.14	20.2246	-20.02048	-13.70688	-1.78452	0.65325	-14.63403
1.30465	0.15	21.1765	-20.2728	-14.42162	-2.08608	0.638	-14.966
1.33302	0.16	22.1075	-20.3931	-15.12882	-2.39831	0.60271	-15.21002
1.36023	0.17	23.0193	-20.3838	-15.8302	-2.71264	0.58445	-15.32289
1.3864	0.18	23.9134	-20.2479	-16.52584	-3.02912	0.57393	-15.31553
1.41161	0.19	24.79111	-19.98799	-17.21801	-3.33668	0.52009	-15.23148
1.43595	0.2	25.6535	-19.6068	-17.90584	-3.62509	0.48568	-14.99855
1.4595	0.21	26.5017	-19.1071	-18.58892	-3.92725	0.47124	-14.65033
1.48231	0.22	27.33645	-18.4916	-19.27256	-4.20961	0.40299	-14.23433
1.50443	0.23	28.15867	-17.76297	-19.95567	-4.48481	0.36714	-13.67764
1.52593	0.24	28.96906	-16.92399	-20.64525	-4.74748	0.32805	-13.01961
1.54683	0.25	29.76827	-15.97748	-21.34089	-5.00758	0.29866	-12.25902
1.56719	0.26	30.55689	-14.92622	-22.0448	-5.24071	0.26358	-11.39126
1.58703	0.27	31.33547	-13.77309	-22.76307	-5.47795	0.23202	-10.44662
1.60639	0.28	32.10448	-12.52096	-23.49785	-5.69484	0.18979	-9.41938
1.62529	0.29	32.8644	-11.17275	-24.25553	-5.93592	0.15913	-8.34067
1.64376	0.3	33.61562	-9.73141	-25.04508	-6.16684	0.11442	-7.21329
1.66182	0.31	34.35855	-8.19995	-25.8706	-6.37794	0.07235	-6.01759
1.6795	0.32	35.09352	-6.58132	-26.74507	-6.63929	0.01875	-4.85341
1.69682	0.33	35.82088	-4.87853	-27.67099	-6.86343	-0.02896	-3.62103
1.71379	0.34	36.54093	-3.09467	-28.66676	-7.121153	-0.09477	-2.436423
