# kf	n	Kin	HF_tot	Scnd_tot	Trd_tot	Fth_tot	total
0.90459	0.05	10.18061	-11.32288	-6.880459999999999	-0.10349000000000007	-0.15328000000000008	-8.2795
0.96127	0.06	11.49638	-12.95305	-7.6776	0.07459999999999997	0.026810000000000667	-9.032859999999998
1.01196	0.07	12.74067	-14.416890000000002	-8.435599999999999	0.18098000000000006	0.15450000000000008	-9.776340000000001
1.05802	0.08	13.92687	-15.72033	-9.17203	0.21954999999999997	0.2538999999999998	-10.492040000000001
1.10038	0.09	15.06452	-16.86795	-9.899560000000001	0.19885000000000003	0.31000000000000005	-11.19414
1.13972	0.1	16.16071	-17.863429999999997	-10.625549999999999	0.12897999999999993	0.3554900000000001	-11.843799999999995
1.17651	0.11	17.22088	-18.709830000000004	-11.356010000000001	0.01925999999999989	0.3608000000000007	-12.464900000000004
1.21113	0.12	18.24937	-19.40981	-12.094499999999998	-0.12183999999999989	0.38050000000000006	-12.99628
1.24388	0.13	19.24964	-19.96574	-12.84139	-0.27861000000000025	0.3663899999999991	-13.469710000000003
1.27499	0.14	20.22456	-20.379739999999998	-13.60031	-0.44135000000000013	0.3489899999999997	-13.847849999999998
1.30465	0.15	21.17651	-20.6538	-14.36976	-0.6047700000000003	0.33823000000000003	-14.11359
1.33302	0.16	22.10753	-20.78976	-15.149289999999999	-0.7672999999999999	0.3243699999999996	-14.27445
1.36023	0.17	23.01934	-20.78938	-15.939789999999999	-0.89744	0.29981000000000013	-14.307459999999999
1.3864	0.18	23.91344	-20.65438	-16.73928	-1.0133600000000003	0.27136000000000005	-14.22222
1.41161	0.19	24.79111	-20.386390000000002	-17.548199999999998	-1.10352	0.24568999999999996	-14.00131
1.43595	0.2	25.65352	-19.98704	-18.363	-1.1723000000000003	0.20449000000000028	-13.66433
1.4595	0.21	26.50167	-19.457929999999998	-19.18402	-1.19225	0.16948000000000008	-13.163049999999997
1.48231	0.22	27.33645	-18.657049999999998	-19.86509	-1.1417500000000003	0.15581	-12.171629999999997
1.50443	0.23	28.15867	-17.857210000000002	-20.68793	-1.0710699999999997	0.1298700000000006	-11.327670000000001
1.52593	0.24	28.96906	-16.931549999999998	-21.517960000000002	-0.95682	0.10498000000000052	-10.33229
1.54683	0.25	29.76827	-15.881689999999999	-22.351979999999998	-0.7925100000000003	0.08336999999999994	-9.174539999999995
1.56719	0.26	30.55689	-14.709259999999997	-23.19142	-0.5772299999999992	0.057439999999999936	-7.863579999999998
1.58703	0.27	31.33547	-13.415909999999997	-24.03761	-0.2922199999999997	0.036809999999999565	-6.373459999999996
1.60639	0.28	32.10448	-12.003320000000002	-24.88948	0.041229999999999656	0.015169999999999906	-4.731919999999999
1.62529	0.29	32.8644	-10.47318	-25.746769999999998	0.4339000000000006	-0.008429999999999938	-2.930079999999993
1.64376	0.3	33.61562	-8.82723	-26.60951	0.8946600000000009	-0.03000000000000025	-0.9564599999999999
1.66182	0.31	34.35855	-7.0672	-27.484910000000003	1.43316	-0.05021999999999971	1.1893799999999988
1.6795	0.32	35.09352	-5.194880000000005	-28.369860000000003	2.0180999999999996	-0.07318999999999987	3.47368999999999
1.69682	0.33	35.82088	-3.2120899999999963	-29.266650000000002	2.706200000000001	-0.09572999999999965	5.952610000000005
1.71379	0.34	36.54093	-1.1206600000000009	-30.17874	3.4491500000000004	-0.11701000000000006	8.57367
