# kf	n	Kin	HF_tot	Scnd_tot	Trd_tot	Fth_tot	total
0.904594	0.05	10.1806	-11.12719	-6.817745	-0.55057	-0.05362	-8.368525
0.961274	0.06	11.4964	-12.69545	-7.671274	-0.44289	0.11649	-9.196724
1.01196	0.07	12.7407	-14.09919	-8.491459	-0.38182	0.25849	-9.973279
1.05802	0.08	13.9269	-15.34711	-9.290987	-0.36296	0.36909	-10.70507
1.10038	0.09	15.0645	-16.44625	-10.07764	-0.37955	0.43868	-11.40026
1.13972	0.1	16.1607	-17.40276	-10.85671	-0.42723	0.51337	-12.01263
1.17651	0.11	17.2209	-18.22162	-11.63186	-0.49529	0.55447	-12.5734
1.21113	0.12	18.2494	-18.90742	-12.40359	-0.58129	0.59228	-13.05062
1.24388	0.13	19.2496	-19.46435	-13.17474	-0.67778	0.61073	-13.45654
1.27499	0.14	20.2246	-19.89615	-13.94415	-0.77961	0.63918	-13.75613
1.30465	0.15	21.1765	-20.20622	-14.71525	-0.88244	0.66127	-13.96614
1.33302	0.16	22.1075	-20.3979	-15.48712	-0.98118	0.65494	-14.10376
1.36023	0.17	23.0193	-20.4742	-16.26053	-1.07648	0.65277	-14.13914
1.3864	0.18	23.9134	-20.4378	-17.03508	-1.16068	0.68057	-14.03959
1.41161	0.19	24.7911	-20.2917	-17.81314	-1.22989	0.668	-13.87563
1.43595	0.2	25.6535	-20.0383	-18.59341	-1.29297	0.68098	-13.5902
1.4595	0.21	26.5017	-19.6804	-19.37873	-1.33833	0.6619	-13.23386
1.48231	0.22	27.33645	-19.22018	-20.16962	-1.36159	0.65108	-12.76386
1.50443	0.23	28.15867	-18.66019	-20.96579	-1.37121	0.65056	-12.18796
1.52593	0.24	28.96906	-18.00269	-21.76902	-1.3595	0.65192	-11.51023
1.54683	0.25	29.76827	-17.24993	-22.58019	-1.32557	0.65072	-10.7367
1.56719	0.26	30.55689	-16.40415	-23.40164	-1.27486	0.65414	-9.86962
1.58703	0.27	31.33547	-15.46751	-24.236	-1.20018	0.66243	-8.90579
1.60639	0.28	32.10448	-14.44216	-25.08456	-1.11107	0.66298	-7.87033
1.62529	0.29	32.8644	-13.33022	-25.94919	-0.98643	0.67287	-6.72857
1.64376	0.3	33.61562	-12.13372	-26.83267	-0.83504	0.68656	-5.49925
1.66182	0.31	34.35855	-10.85481	-27.73992	-0.65596	0.69326	-4.19888
1.6795	0.32	35.09352	-9.49548	-28.66958	-0.48534	0.70949	-2.84739
1.69682	0.33	35.82088	-8.05775	-29.63094	-0.25709	0.73037	-1.39453
1.71379	0.34	36.54093	-6.54364	-30.62612	0.01982	0.7422	0.13319
