# kf	n	Kin	HF_tot	Scnd_tot	Trd_tot	Fth_tot	total
0.90459	0.05	10.18061	-11.31167	-6.917540000000001	-0.09232999999999993	-0.13910999999999962	-8.28004
0.96127	0.06	11.49638	-12.93535	-7.7330700000000006	0.08431000000000002	0.022980000000000445	-9.064749999999998
1.01196	0.07	12.74067	-14.391050000000002	-8.513269999999999	0.18621000000000004	0.15463999999999967	-9.8228
1.05802	0.08	13.92687	-15.684660000000001	-9.2758	0.22114	0.25015999999999927	-10.562290000000003
1.10038	0.09	15.06452	-16.82071	-10.033029999999998	0.19154999999999994	0.29935	-11.298319999999997
1.13972	0.1	16.16071	-17.802839999999996	-10.791989999999998	0.1130500000000002	0.3531200000000001	-11.967949999999993
1.17651	0.11	17.22088	-18.634100000000004	-11.558129999999998	-0.007619999999999905	0.36239999999999983	-12.616570000000001
1.21113	0.12	18.24937	-19.317140000000002	-12.335259999999998	-0.1589699999999999	0.37641999999999953	-13.185580000000002
1.24388	0.13	19.24964	-19.85428	-13.124379999999999	-0.33064000000000004	0.3687499999999999	-13.690909999999999
1.27499	0.14	20.22456	-20.247639999999997	-13.92718	-0.5065600000000001	0.3558600000000003	-14.100959999999997
1.30465	0.15	21.17651	-20.49921	-14.74275	-0.6787799999999997	0.3326900000000004	-14.411539999999999
1.33302	0.16	22.10753	-20.61081	-15.57048	-0.8539299999999999	0.31039000000000017	-14.6173
1.36023	0.17	23.01934	-20.584200000000003	-16.41062	-0.9940500000000001	0.2944599999999997	-14.675070000000005
1.3864	0.18	23.91344	-20.42108	-17.26153	-1.13754	0.2726599999999997	-14.634049999999998
1.41161	0.19	24.79111	-20.1231	-18.12237	-1.2305000000000004	0.22870999999999975	-14.456150000000003
1.43595	0.2	25.65352	-19.691879999999998	-18.9917	-1.31224	0.20412000000000008	-14.138179999999998
1.4595	0.21	26.50167	-19.12903	-19.867060000000002	-1.3069999999999997	0.18004999999999982	-13.621370000000002
1.48231	0.22	27.33645	-18.29254	-20.59744	-1.2785799999999996	0.1560699999999997	-12.676039999999999
1.50443	0.23	28.15867	-17.455210000000005	-21.47598	-1.2127100000000004	0.12993999999999994	-11.855290000000005
1.52593	0.24	28.96906	-16.490199999999998	-22.362679999999997	-1.09482	0.10249999999999959	-10.876139999999998
1.54683	0.25	29.76827	-15.399149999999999	-23.25343	-0.9200999999999993	0.07879000000000014	-9.72562
1.56719	0.26	30.55689	-14.183679999999995	-24.15086	-0.6978200000000001	0.05705000000000027	-8.418419999999998
1.58703	0.27	31.33547	-12.845459999999996	-25.05424	-0.42015999999999964	0.03495000000000004	-6.949439999999994
1.60639	0.28	32.10448	-11.38619	-25.96553	-0.07466999999999957	0.013279999999999736	-5.308629999999997
1.62529	0.29	32.8644	-9.807570000000005	-26.88221	0.35481999999999925	-0.011150000000000215	-3.4817100000000036
1.64376	0.3	33.61562	-8.111350000000002	-27.806440000000002	0.8327400000000011	-0.02862000000000009	-1.4980500000000028
1.66182	0.31	34.35855	-6.299289999999999	-28.742759999999997	1.39521	-0.048859999999999904	0.662850000000005
1.6795	0.32	35.09352	-4.373200000000004	-29.68655	1.9909999999999988	-0.0707300000000004	2.954039999999992
1.69682	0.33	35.82088	-2.3348999999999975	-30.648049999999998	2.72262	-0.09677999999999987	5.463770000000007
1.71379	0.34	36.54093	-0.18627000000000038	-31.624850000000002	3.492870000000001	-0.11861999999999973	8.10406
