# kf	n	Kin	HF_NN	Scnd_NN	Trd_NN_tot	Fth_tot	total
1.13972	0.05	16.16071	-8.26503	-1.40487	0.10255000000000002	-0.04575	6.547610000000002
1.21113	0.06	18.24937	-9.64903	-1.55985	0.12818	-0.044130000000000016	7.12454
1.27499	0.07	20.22456	-10.97942	-1.70482	0.14588	-0.04089000000000001	7.645310000000001
1.33302	0.08	22.10753	-12.26248	-1.84026	0.15875999999999998	-0.03519000000000001	8.128359999999999
1.3864	0.09	23.91344	-13.5032	-1.96607	0.166	-0.03110999999999997	8.579060000000002
1.43595	0.1	25.65352	-14.70564	-2.0828	0.16958	-0.02405999999999997	9.010599999999998
1.48231	0.11	27.33645	-15.87312	-2.19104	0.17059999999999997	-0.018610000000000015	9.424279999999998
1.52593	0.12	28.96906	-17.00839	-2.29145	0.16882999999999998	-0.017110000000000014	9.820939999999998
1.56719	0.13	30.55689	-18.11373	-2.38422	0.16592	-0.014629999999999976	10.21023
1.60639	0.14	32.10448	-19.19106	-2.47112	0.16055	-0.01170999999999997	10.591140000000003
1.64376	0.15	33.61562	-20.24198	-2.55227	0.15515	-0.008740000000000026	10.96778
1.6795	0.16	35.09352	-21.26786	-2.6288	0.14882	-0.007770000000000027	11.337909999999999
1.71379	0.17	36.54093	-22.26989	-2.70173	0.14262	-0.011630000000000001	11.700300000000004
1.74675	0.18	37.96021	-23.24911	-2.77189	0.13662000000000002	-0.01068000000000005	12.065149999999996
1.77852	0.19	39.35344	-24.20644	-2.84004	0.1297	-0.009809999999999985	12.426849999999998
1.80919	0.2	40.72243	-25.14272	-2.90728	0.12502	-0.011150000000000049	12.7863
1.83885	0.21	42.06877	-26.05875	-2.97405	0.12009	-0.019119999999999943	13.136940000000001
