# kf	n	Kin	HF_NN	Scnd_NN	Trd_NN_tot	Fth_tot	total
0.90459	0.05	10.18061	-2.43602	-18.70935	1.66515	1.096	-8.203610000000001
0.96127	0.06	11.49638	-2.80109	-21.67496	1.6017400000000002	2.5245099999999994	-8.85342
1.01196	0.07	12.74067	-3.15425	-24.46741	1.4555900000000004	3.9892000000000003	-9.4362
1.05802	0.08	13.92687	-3.498	-27.10437	1.24315	5.452659999999998	-9.979690000000002
1.10038	0.09	15.06452	-3.83406	-29.59814	0.9791599999999998	6.898250000000004	-10.490269999999995
1.13972	0.1	16.16071	-4.16365	-31.96187	0.6754000000000002	8.308789999999998	-10.980620000000002
1.17651	0.11	17.22088	-4.48767	-34.20436	0.34174999999999933	9.676059999999996	-11.453340000000008
1.21113	0.12	18.24937	-4.80684	-36.33462	-0.01501000000000019	11.000499999999999	-11.906600000000005
1.24388	0.13	19.24964	-5.12174	-38.35934	-0.3858599999999992	12.271970000000003	-12.345329999999997
1.27499	0.14	20.22456	-5.43284	-40.28688	-0.7671800000000006	13.496640000000006	-12.765699999999988
1.30465	0.15	21.17651	-5.74053	-42.11902	-1.155499999999999	14.681520000000003	-13.157019999999996
1.33302	0.16	22.10753	-6.04517	-43.86671	-1.5460399999999996	15.820750000000004	-13.529639999999993
1.36023	0.17	23.01934	-6.34707	-45.52981	-1.9338699999999998	16.911789999999996	-13.879620000000003
1.3864	0.18	23.91344	-6.64651	-47.115	-2.3168100000000003	17.943389999999997	-14.22149
1.41161	0.19	24.79111	-6.94374	-48.62914	-2.6952099999999986	18.9398	-14.537179999999996
1.43595	0.2	25.65352	-7.23899	-50.07379	-3.0728300000000006	19.88899	-14.843100000000007
1.4595	0.21	26.50167	-7.53249	-51.45227	-3.4363399999999995	20.801810000000007	-15.117619999999992
