# kf	n	Kin	HF_NN	Scnd_NN	Trd_NN_tot	Fth_tot	total
0.90459	0.05	10.18061	-13.09879	-5.46853	-0.6339499999999999	-0.12492999999999976	-9.14559
0.96127	0.06	11.49638	-15.32214	-5.77867	-0.46165	-0.006240000000000023	-10.07232
1.01196	0.07	12.74067	-17.46725	-5.99665	-0.31463	0.07977999999999974	-10.95808
1.05802	0.08	13.92687	-19.54204	-6.14608	-0.19170000000000004	0.1356599999999999	-11.817290000000002
1.10038	0.09	15.06452	-21.55263	-6.2446	-0.09249000000000002	0.16403999999999996	-12.66116
1.13972	0.1	16.16071	-23.50398	-6.30448	-0.011590000000000045	0.17763000000000018	-13.481709999999996
1.17651	0.11	17.22088	-25.40022	-6.33389	0.055189999999999906	0.1727599999999998	-14.28528
1.21113	0.12	18.24937	-27.24486	-6.34098	0.10849000000000003	0.15547999999999984	-15.072500000000002
1.24388	0.13	19.24964	-29.04093	-6.33014	0.14884999999999998	0.13522000000000034	-15.83736
1.27499	0.14	20.22456	-30.79112	-6.30773	0.18435999999999997	0.12729000000000013	-16.56264
1.30465	0.15	21.17651	-32.49781	-6.27534	0.20919000000000001	0.1010899999999999	-17.286360000000002
1.33302	0.16	22.10753	-34.16312	-6.23883	0.22948000000000002	0.0746800000000003	-17.99026
1.36023	0.17	23.01934	-35.78898	-6.19991	0.24588999999999994	0.050470000000000015	-18.67319
1.3864	0.18	23.91344	-37.37717	-6.15973	0.25749999999999995	0.035399999999999876	-19.33056
1.41161	0.19	24.79111	-38.92928	-6.12075	0.27043	0.011160000000000059	-19.97733
1.43595	0.2	25.65352	-40.4468	-6.08435	0.27815	0.006919999999999815	-20.592560000000002
1.4595	0.21	26.50167	-41.93111	-6.05017	0.2828	-0.021259999999999835	-21.21806999999999
