# kf	n	Kin	HF_tot	Scnd_tot	Trd_tot	Fth_tot	total
0.90459	0.05	10.18061	-12.19178	-6.26656	-0.21469999999999995	-0.12389000000000028	-8.61632
0.96127	0.06	11.49638	-13.947489999999998	-6.952030000000001	-0.0823199999999999	-0.006560000000000343	-9.492019999999998
1.01196	0.07	12.74067	-15.51892	-7.61346	-0.0393	0.08222000000000018	-10.34879
1.05802	0.08	13.92687	-16.91186	-8.26828	-0.08302000000000015	0.13647999999999993	-11.199810000000003
1.10038	0.09	15.06452	-18.13079	-8.92715	-0.2037	0.15791999999999984	-12.039200000000001
1.13972	0.1	16.16071	-19.17942	-9.59515	-0.38393999999999995	0.16887000000000008	-12.82893
1.17651	0.11	17.22088	-20.061010000000003	-10.27379	-0.61376	0.1676700000000002	-13.560010000000002
1.21113	0.12	18.24937	-20.77844	-10.96408	-0.8753899999999999	0.15458000000000016	-14.21396
1.24388	0.13	19.24964	-21.33439	-11.66226	-1.1675799999999998	0.13465000000000016	-14.77994
1.27499	0.14	20.22456	-21.73142	-12.36982	-1.4724899999999996	0.13581	-15.21336
1.30465	0.15	21.17651	-21.97202	-13.08288	-1.77823	0.08938000000000001	-15.56724
1.33302	0.16	22.10753	-22.05858	-13.799859999999999	-2.07649	0.06837000000000026	-15.759029999999997
1.36023	0.17	23.01934	-21.99353	-14.5207	-2.3731599999999995	0.04335	-15.8247
1.3864	0.18	23.91344	-21.77931	-15.243160000000001	-2.65033	0.029770000000000074	-15.729589999999998
1.41161	0.19	24.79111	-21.41837	-15.965979999999998	-2.90994	0.011869999999999603	-15.491309999999999
1.43595	0.2	25.65352	-20.913220000000003	-16.68689	-3.15842	-0.0025900000000005363	-15.107600000000001
1.4595	0.21	26.50167	-20.266409999999997	-17.40452	-3.34754	-0.023990000000000178	-14.540789999999998
