# kf	n	Kin	HF_tot	Scnd_tot	Trd_tot	Fth_tot	total
0.90459	0.05	10.18061	-12.183079999999999	-6.2996300000000005	-0.2074599999999999	-0.1283399999999999	-8.637899999999998
0.96127	0.06	11.49638	-13.93339	-7.00117	-0.07907	-0.00778000000000012	-9.52503
1.01196	0.07	12.74067	-15.498	-7.68155	-0.04252999999999996	0.07909999999999995	-10.40231
1.05802	0.08	13.92687	-16.88262	-8.35845	-0.09304999999999986	0.13648999999999956	-11.27076
1.10038	0.09	15.06452	-18.09169	-9.04217	-0.22167000000000014	0.16212999999999944	-12.12888
1.13972	0.1	16.16071	-19.128919999999997	-9.73713	-0.41369999999999996	0.1636099999999998	-12.955429999999996
1.17651	0.11	17.22088	-19.997510000000002	-10.44472	-0.6547600000000001	0.15268999999999977	-13.72342
1.21113	0.12	18.24937	-20.70035	-11.16606	-0.9347099999999998	0.1540699999999997	-14.397680000000001
1.24388	0.13	19.24964	-21.240099999999998	-11.89638	-1.23827	0.13831999999999978	-14.98679
1.27499	0.14	20.22456	-21.619329999999998	-12.637599999999999	-1.5506099999999998	0.11942000000000008	-15.463559999999996
1.30465	0.15	21.17651	-21.84048	-13.38512	-1.8892299999999997	0.0913999999999997	-15.846919999999999
1.33302	0.16	22.10753	-21.90599	-14.13719	-2.19245	0.09029999999999982	-16.037799999999997
1.36023	0.17	23.01934	-21.818250000000003	-14.89279	-2.51237	0.04872999999999972	-16.155340000000002
1.3864	0.18	23.91344	-21.579749999999997	-15.651489999999999	-2.8124500000000006	0.03140999999999994	-16.098839999999996
1.41161	0.19	24.79111	-21.192909999999998	-16.41039	-3.07123	0.015409999999999924	-15.868009999999998
1.43595	0.2	25.65352	-20.660260000000005	-17.16816	-3.3109399999999996	0.0015400000000000968	-15.484300000000005
1.4595	0.21	26.50167	-19.98437	-17.92235	-3.5000699999999996	-0.012499999999999956	-14.91762
