# kf	n	Kin	HF_tot	Scnd_tot	Trd_tot	Fth_tot	total
0.90459	0.05	10.18061	-12.20027	-6.2340800000000005	-0.22161999999999996	-0.12492999999999976	-8.600290000000001
0.96127	0.06	11.49638	-13.96126	-6.903980000000001	-0.08628000000000002	-0.006240000000000023	-9.46138
1.01196	0.07	12.74067	-15.53941	-7.5467	-0.03899999999999998	0.07977999999999974	-10.30466
1.05802	0.08	13.92687	-16.94053	-8.18019	-0.07462000000000002	0.1356599999999999	-11.13281
1.10038	0.09	15.06452	-18.16916	-8.81493	-0.18667	0.16403999999999996	-11.942200000000001
1.13972	0.1	16.16071	-19.229039999999998	-9.456620000000001	-0.35280999999999996	0.17763000000000018	-12.700129999999996
1.17651	0.11	17.22088	-20.123420000000003	-10.10737	-0.5690600000000001	0.1727599999999998	-13.406210000000002
1.21113	0.12	18.24937	-20.85523	-10.76728	-0.81774	0.15547999999999984	-14.0354
1.24388	0.13	19.24964	-21.42716	-11.43396	-1.0987999999999998	0.13522000000000034	-14.57506
1.27499	0.14	20.22456	-21.841769999999997	-12.109110000000001	-1.3819599999999999	0.12729000000000013	-14.980989999999997
1.30465	0.15	21.17651	-22.101550000000003	-12.788300000000001	-1.67911	0.1010899999999999	-15.291360000000005
1.33302	0.16	22.10753	-22.2089	-13.47117	-1.9618	0.0746800000000003	-15.45966
1.36023	0.17	23.01934	-22.166230000000002	-14.157399999999999	-2.2525799999999996	0.050470000000000015	-15.506400000000001
1.3864	0.18	23.91344	-21.976	-14.84501	-2.5149099999999995	0.035399999999999876	-15.387079999999997
1.41161	0.19	24.79111	-21.640639999999998	-15.53321	-2.7546500000000003	0.011160000000000059	-15.12623
1.43595	0.2	25.65352	-21.162640000000003	-16.21885	-2.96687	0.006919999999999815	-14.687920000000002
1.4595	0.21	26.50167	-20.544549999999997	-16.90108	-3.1778299999999993	-0.021259999999999835	-14.143049999999995
