# kf	n	Kin	HF_tot	Scnd_tot	Trd_tot	Fth_tot	total
0.90459	0.05	10.18061	-11.31167	-6.917540000000001	-0.09232999999999993	-0.13910999999999962	-8.28004
0.96127	0.06	11.49638	-12.93535	-7.7330700000000006	0.08431000000000002	0.022980000000000445	-9.064749999999998
1.01196	0.07	12.74067	-14.391050000000002	-8.513269999999999	0.18621000000000004	0.15463999999999967	-9.8228
1.05802	0.08	13.92687	-15.684660000000001	-9.2758	0.22114	0.25015999999999927	-10.562290000000003
1.10038	0.09	15.06452	-16.82071	-10.033029999999998	0.19154999999999994	0.29935	-11.298319999999997
1.13972	0.1	16.16071	-17.802839999999996	-10.791989999999998	0.1130500000000002	0.3531200000000001	-11.967949999999993
1.17651	0.11	17.22088	-18.634100000000004	-11.558129999999998	-0.007619999999999905	0.36239999999999983	-12.616570000000001
1.21113	0.12	18.24937	-19.317140000000002	-12.335259999999998	-0.1589699999999999	0.37641999999999953	-13.185580000000002
1.24388	0.13	19.24964	-19.85428	-13.124379999999999	-0.33064000000000004	0.3687499999999999	-13.690909999999999
1.27499	0.14	20.22456	-20.247639999999997	-13.92718	-0.5065600000000001	0.3558600000000003	-14.100959999999997
1.30465	0.15	21.17651	-20.49921	-14.74275	-0.6787799999999997	0.3326900000000004	-14.411539999999999
1.33302	0.16	22.10753	-20.61081	-15.57048	-0.8539299999999999	0.31039000000000017	-14.6173
1.36023	0.17	23.01934	-20.584200000000003	-16.41062	-0.9940500000000001	0.2944599999999997	-14.675070000000005
1.3864	0.18	23.91344	-20.42108	-17.26153	-1.13754	0.2726599999999997	-14.634049999999998
1.41161	0.19	24.79111	-20.1231	-18.12237	-1.2305000000000004	0.22870999999999975	-14.456150000000001
1.43595	0.2	25.65352	-19.691879999999998	-18.9917	-1.31224	0.20412000000000008	-14.138179999999998
1.4595	0.21	26.50167	-19.12903	-19.867060000000002	-1.3069999999999997	0.18004999999999982	-13.621370000000002
