# kf	n	Kin	HF_NN	Scnd_NN	Trd_NN_tot	Fth_tot	total
1.13972	0.05	16.16071	-5.22628	-2.2209	-0.08396999999999993	-0.04309000000000002	8.586470000000002
1.21113	0.06	18.24937	-6.1322	-2.43085	0.011699999999999933	-0.042749999999999955	9.655269999999998
1.27499	0.07	20.22456	-7.0181	-2.59647	0.10494999999999988	-0.053700000000000025	10.661240000000001
1.33302	0.08	22.10753	-7.88659	-2.72451	0.19098999999999994	-0.06849000000000002	11.618929999999999
1.3864	0.09	23.91344	-8.73952	-2.82162	0.26905000000000007	-0.08460999999999996	12.536740000000002
1.43595	0.1	25.65352	-9.57825	-2.89166	0.34031999999999996	-0.10509000000000002	13.41884
1.48231	0.11	27.33645	-10.40381	-2.93922	0.40063999999999994	-0.1295900000000001	14.264469999999998
1.52593	0.12	28.96906	-11.21701	-2.96786	0.4526200000000001	-0.15108	15.085729999999996
1.56719	0.13	30.55689	-12.01852	-2.98052	0.49762000000000006	-0.17098999999999998	15.88448
1.60639	0.14	32.10448	-12.80884	-2.97896	0.5324899999999999	-0.1926000000000001	16.656570000000002
1.64376	0.15	33.61562	-13.58844	-2.96519	0.56313	-0.21613000000000004	17.408990000000003
1.6795	0.16	35.09352	-14.35769	-2.94232	0.58609	-0.23253000000000001	18.14707
1.71379	0.17	36.54093	-15.11691	-2.91111	0.60601	-0.24165000000000003	18.877270000000003
1.74675	0.18	37.96021	-15.86639	-2.87296	0.6163	-0.25631999999999994	19.580839999999995
1.77852	0.19	39.35344	-16.60639	-2.8289	0.6239100000000001	-0.26791	20.274149999999995
1.80919	0.2	40.72243	-17.33711	-2.78045	0.62844	-0.26793000000000006	20.965380000000007
1.83885	0.21	42.06877	-18.05878	-2.72854	0.62805	-0.27661000000000013	21.63289
1.86759	0.22	43.39391	-18.5633	-2.66065	0.6220399999999999	-0.2805599999999999	22.511439999999993
1.89547	0.23	44.69911	-19.2491	-2.60407	0.61711	-0.2856999999999999	23.17735
1.92255	0.24	45.98552	-19.92591	-2.54558	0.6102599999999999	-0.28647999999999996	23.83781
1.94889	0.25	47.25419	-20.59389	-2.48671	0.6013399999999999	-0.28491999999999995	24.490010000000005
1.97453	0.26	48.50605	-21.25322	-2.42682	0.59155	-0.28509	25.132470000000005
1.99953	0.27	49.74195	-21.90408	-2.36657	0.58024	-0.28070000000000006	25.770840000000003
2.02392	0.28	50.96269	-22.54661	-2.30592	0.5679600000000001	-0.27985	26.39827
2.04773	0.29	52.16898	-23.18098	-2.2463	0.55492	-0.27552	27.021099999999993
2.071	0.3	53.36147	-23.80732	-2.18701	0.54125	-0.27005	27.638339999999996
2.09376	0.31	54.54079	-24.42579	-2.12812	0.52655	-0.2658000000000001	28.247630000000004
2.11604	0.32	55.70749	-25.03651	-2.0706	0.51288	-0.25988	28.85338
2.13786	0.33	56.86211	-25.63961	-2.0139	0.49828	-0.25371999999999995	29.45316
2.15924	0.34	58.00511	-26.23524	-1.95832	0.48383	-0.24960999999999994	30.04577
