# kf	n	Kin	HF_tot	Scnd_tot	Trd_tot	Fth_tot	total
1.13972	0.05	16.16071	-7.9025799999999995	-1.1465500000000002	0.195	-0.08557000000000001	7.2210100000000015
1.21113	0.06	18.24937	-9.041	-1.26592	0.21883000000000002	-0.09306999999999997	8.06821
1.27499	0.07	20.22456	-10.06281	-1.38962	0.23358000000000004	-0.09675	8.908959999999999
1.33302	0.08	22.10753	-10.97383	-1.51541	0.24312000000000003	-0.09964999999999999	9.76176
1.3864	0.09	23.91344	-11.779359999999999	-1.6413499999999999	0.24706	-0.09738	10.642410000000003
1.43595	0.1	25.65352	-12.48429	-1.76527	0.24776000000000004	-0.09598000000000001	11.55574
1.48231	0.11	27.33645	-13.09339	-1.8848200000000002	0.2474	-0.09171000000000001	12.51393
1.52593	0.12	28.96906	-13.611240000000002	-1.99806	0.24317000000000003	-0.08880999999999997	13.514119999999995
1.56719	0.13	30.55689	-14.0424	-2.10412	0.24038000000000004	-0.08694999999999997	14.563799999999999
1.60639	0.14	32.10448	-14.391359999999999	-2.20207	0.23598	-0.08331000000000002	15.663720000000003
1.64376	0.15	33.61562	-14.662560000000001	-2.29073	0.23504999999999998	-0.08359	16.81379
1.6795	0.16	35.09352	-14.86046	-2.3703700000000003	0.23456000000000002	-0.07907	18.018179999999994
1.71379	0.17	36.54093	-14.98947	-2.44015	0.23105000000000003	-0.07582000000000003	19.266540000000003
1.74675	0.18	37.96021	-15.053920000000002	-2.5011799999999997	0.22836	-0.07694	20.55652999999999
1.77852	0.19	39.35344	-15.05812	-2.5543599999999995	0.22743	-0.07207000000000002	21.896319999999996
1.80919	0.2	40.72243	-15.00626	-2.5980600000000003	0.23153	-0.07544000000000003	23.274200000000004
1.83885	0.21	42.06877	-14.902479999999999	-2.6348999999999996	0.24053000000000002	-0.06896999999999998	24.702950000000005
1.86759	0.22	43.39391	-14.513340000000001	-2.65053	0.23317	-0.07315999999999998	26.39005
1.89547	0.23	44.69911	-14.29555	-2.6729	0.24258000000000002	-0.07193000000000002	27.901310000000002
1.92255	0.24	45.98552	-14.03663	-2.6900399999999998	0.25062	-0.07331000000000001	29.43616
1.94889	0.25	47.25419	-13.74009	-2.70215	0.24407	-0.07310999999999998	30.98291
1.97453	0.26	48.50605	-13.409249999999998	-2.70961	0.25187000000000004	-0.07324999999999998	32.56581
1.99953	0.27	49.74195	-13.047239999999999	-2.71365	0.26950999999999997	-0.07483999999999999	34.175729999999994
2.02392	0.28	50.96269	-12.656970000000001	-2.71428	0.286	-0.07487000000000002	35.80257
2.04773	0.29	52.16898	-12.2411	-2.71144	0.26837	-0.07656000000000004	37.408249999999995
2.071	0.3	53.36147	-11.802119999999999	-2.7066	0.28347	-0.07618000000000003	39.060039999999994
2.09376	0.31	54.54079	-11.342300000000002	-2.6995999999999998	0.30976000000000004	-0.07792000000000002	40.73073
2.11604	0.32	55.70749	-10.863710000000005	-2.6902	0.32647000000000004	-0.07921000000000003	42.400839999999995
2.13786	0.33	56.86211	-10.36822	-2.67898	0.32060000000000005	-0.08131999999999999	44.05419
2.15924	0.34	58.00511	-9.85753	-2.66473	0.33182	-0.08309000000000004	45.73158000000001
