# kf	n	Kin	HF_NN	Scnd_NN	Trd_NN_tot	Fth_tot	total
0.904594	0.05	10.1806	-12.1384	-6.38246	-0.7860499999999999	-0.05494999999999983	-9.18126
0.961274	0.06	11.4964	-14.1684	-6.98693	-0.6529200000000001	0.1142000000000003	-10.197650000000001
1.01196	0.07	12.7407	-16.1212	-7.51165	-0.53935	0.24931000000000036	-11.182190000000002
1.05802	0.08	13.9269	-18.0051	-7.97474	-0.44578	0.3677199999999998	-12.130999999999998
1.10038	0.09	15.0645	-19.8266	-8.3892	-0.36913	0.44087999999999994	-13.07955
1.13972	0.1	16.1607	-21.5912	-8.76583	-0.30900000000000005	0.51207	-13.993260000000001
1.17651	0.11	17.2209	-23.3032	-9.11136	-0.26142	0.5512600000000001	-14.90382
1.21113	0.12	18.2494	-24.9664	-9.43165	-0.22456999999999996	0.5951500000000003	-15.778069999999996
1.24388	0.13	19.2496	-26.5842	-9.733	-0.19763999999999998	0.6134299999999997	-16.651809999999998
1.27499	0.14	20.2246	-28.1595	-10.0176	-0.17874	0.6440600000000005	-17.487180000000002
1.30465	0.15	21.1765	-29.6948	-10.2904	-0.16565	0.6485699999999999	-18.32578
1.33302	0.16	22.1075	-31.1926	-10.553	-0.15758000000000003	0.6579199999999998	-19.137759999999997
1.36023	0.17	23.0193	-32.6548	-10.809	-0.15403	0.6539900000000003	-19.944539999999996
1.3864	0.18	23.9134	-34.0833	-11.0601	-0.15437	0.6604299999999994	-20.723940000000006
1.41161	0.19	24.7911	-35.48	-11.3089	-0.15749999999999997	0.6668299999999996	-21.488469999999996
1.43595	0.2	25.6535	-36.8463	-11.5568	-0.16248	0.67238	-22.2397
1.4595	0.21	26.5017	-38.1839	-11.8055	-0.16912	0.6758100000000007	-22.98101
1.48231	0.22	27.33645	-39.49389	-12.05689	-0.17864000000000008	0.6485599999999994	-23.744410000000002
1.50443	0.23	28.15867	-40.77771	-12.31261	-0.1897299999999999	0.6445800000000008	-24.476799999999997
1.52593	0.24	28.96906	-42.03646	-12.57412	-0.20180000000000003	0.6447000000000003	-25.19862
1.54683	0.25	29.76827	-43.27122	-12.84343	-0.21433000000000002	0.6494499999999999	-25.91126
1.56719	0.26	30.55689	-44.483	-13.12223	-0.22863999999999995	0.6523999999999996	-26.624579999999995
1.58703	0.27	31.33547	-45.67274	-13.41131	-0.24308000000000007	0.6590600000000002	-27.332599999999996
1.60639	0.28	32.10448	-46.84132	-13.71309	-0.25911000000000006	0.6694099999999996	-28.039630000000002
1.62529	0.29	32.8644	-47.98956	-14.02893	-0.27658000000000005	0.6721699999999995	-28.758499999999998
1.64376	0.3	33.61562	-49.11823	-14.36116	-0.29381	0.6843199999999996	-29.473259999999996
1.66182	0.31	34.35855	-50.22806	-14.71193	-0.31237000000000004	0.6934699999999991	-30.200340000000004
1.6795	0.32	35.09352	-51.31973	-15.08263	-0.33223999999999987	0.7030199999999995	-30.938060000000004
1.69682	0.33	35.82088	-52.39387	-15.47663	-0.35387	0.7307899999999998	-31.6727
1.71379	0.34	36.54093	-53.45109	-15.89796	-0.37704000000000004	0.7530099999999997	-32.43214999999999
