# kf	n	Kin	HF_NN	Scnd_NN	Trd_NN_tot	Fth_tot	total
0.904594	0.05	10.1806	-12.2751	-6.17948	-0.7743699999999999	0.02678000000000047	-9.021569999999999
0.961274	0.06	11.4964	-14.3709	-6.69446	-0.61782	0.23218000000000005	-9.954600000000001
1.01196	0.07	12.7407	-16.3998	-7.1156	-0.47498999999999997	0.3878300000000001	-10.86186
1.05802	0.08	13.9269	-18.3695	-7.46176	-0.3491200000000001	0.49349	-11.75999
1.10038	0.09	15.0645	-20.286	-7.74885	-0.23825000000000007	0.5821399999999999	-12.626460000000002
1.13972	0.1	16.1607	-22.1542	-7.98774	-0.14147000000000004	0.6163600000000002	-13.50635
1.17651	0.11	17.2209	-23.9781	-8.18914	-0.057599999999999985	0.6533200000000001	-14.350620000000001
1.21113	0.12	18.2494	-25.7612	-8.35827	0.01629999999999998	0.6600899999999996	-15.193679999999997
1.24388	0.13	19.2496	-27.5062	-8.5026	0.07956000000000008	0.6516299999999995	-16.02801
1.27499	0.14	20.2246	-29.2159	-8.62743	0.13524999999999998	0.6532500000000001	-16.830230000000004
1.30465	0.15	21.1765	-30.8923	-8.7367	0.18334	0.6379999999999999	-17.63116
1.33302	0.16	22.1075	-32.5376	-8.83406	0.22676999999999997	0.6027099999999996	-18.43468
1.36023	0.17	23.0193	-34.1534	-8.92284	0.2634500000000001	0.5844500000000001	-19.209039999999998
1.3864	0.18	23.9134	-35.7413	-9.00534	0.2982000000000001	0.57393	-19.96111
1.41161	0.19	24.79111	-37.30276	-9.08572	0.32843999999999995	0.5200900000000002	-20.748839999999998
1.43595	0.2	25.6535	-38.839	-9.16498	0.3559399999999999	0.4856799999999999	-21.50886
1.4595	0.21	26.5017	-40.3513	-9.2455	0.38214000000000004	0.47123999999999944	-22.241720000000004
1.48231	0.22	27.33645	-41.84059	-9.32965	0.40593999999999997	0.40298999999999996	-23.02486
1.50443	0.23	28.15867	-43.30791	-9.41891	0.428	0.36714000000000047	-23.77301
1.52593	0.24	28.96906	-44.75412	-9.51592	0.44994000000000006	0.3280500000000002	-24.52299
1.54683	0.25	29.76827	-46.18003	-9.62305	0.47000000000000014	0.29866000000000037	-25.26615
1.56719	0.26	30.55689	-47.58638	-9.74024	0.4916	0.2635799999999997	-26.01455
1.58703	0.27	31.33547	-48.97385	-9.87123	0.51378	0.23201999999999945	-26.76381
1.60639	0.28	32.10448	-50.34309	-10.01712	0.5357299999999999	0.18978999999999857	-27.530209999999993
1.62529	0.29	32.8644	-51.69466	-10.18166	0.55904	0.15913000000000022	-28.293749999999996
1.64376	0.3	33.61562	-53.02911	-10.36651	0.5833799999999999	0.11441999999999908	-29.082200000000004
1.66182	0.31	34.35855	-54.34695	-10.57434	0.61025	0.07235000000000102	-29.880139999999997
1.6795	0.32	35.09352	-55.64863	-10.8093	0.63993	0.018750000000000266	-30.70573
1.69682	0.33	35.82088	-56.93459	-11.07501	0.6732299999999999	-0.028960000000000097	-31.544449999999998
1.71379	0.34	36.54093	-58.20525	-11.37584	0.7103	-0.09477000000000002	-32.42463
