# kf	n	Kin	HF_NN	Scnd_NN	Trd_NN_tot	Fth_tot	total
0.90459	0.05	10.18061	-12.20211	-6.27188	-0.56673	-0.13910999999999962	-8.999219999999998
0.96127	0.06	11.49638	-14.263	-6.76863	-0.39713	0.022980000000000445	-9.9094
1.01196	0.07	12.74067	-16.24958	-7.16733	-0.25195	0.15463999999999967	-10.773550000000004
1.05802	0.08	13.92687	-18.16929	-7.48857	-0.12985999999999992	0.25015999999999927	-11.610690000000004
1.10038	0.09	15.06452	-20.02789	-7.74867	-0.030820000000000014	0.29935	-12.443509999999998
1.13972	0.1	16.16071	-21.83	-7.95876	0.049390000000000045	0.3531200000000001	-13.225539999999995
1.17651	0.11	17.22088	-23.57944	-8.12877	0.11357	0.36239999999999983	-14.011360000000002
1.21113	0.12	18.24937	-25.27947	-8.26634	0.16459999999999997	0.37641999999999953	-14.75542
1.24388	0.13	19.24964	-26.93289	-8.37643	0.20404	0.3687499999999999	-15.48689
1.27499	0.14	20.22456	-28.54216	-8.46654	0.23573999999999998	0.3558600000000003	-16.19254
1.30465	0.15	21.17651	-30.10949	-8.53848	0.25836000000000003	0.3326900000000004	-16.88041
1.33302	0.16	22.10753	-31.63683	-8.59696	0.27517	0.31039000000000017	-17.540699999999998
1.36023	0.17	23.01934	-33.12597	-8.644	0.29023000000000004	0.2944599999999997	-18.16594
1.3864	0.18	23.91344	-34.57855	-8.68258	0.29884	0.2726599999999997	-18.776190000000003
1.41161	0.19	24.79111	-35.99607	-8.71477	0.30543	0.22870999999999975	-19.38559
1.43595	0.2	25.65352	-37.3799	-8.74177	0.31179	0.20412000000000008	-19.952240000000003
1.4595	0.21	26.50167	-38.73135	-8.76598	0.31318999999999997	0.18004999999999982	-20.50242
1.48231	0.22	27.33645	-39.90797	-8.71985	0.31106999999999996	0.1560699999999997	-20.82423
1.50443	0.23	28.15867	-41.18216	-8.73891	0.31198000000000004	0.12993999999999994	-21.320480000000003
1.52593	0.24	28.96906	-42.4265	-8.75926	0.31193000000000004	0.10249999999999959	-21.802269999999996
1.54683	0.25	29.76827	-43.64199	-8.78057	0.3115	0.07879000000000014	-22.264
1.56719	0.26	30.55689	-44.82957	-8.80518	0.31094	0.05705000000000027	-22.70987
1.58703	0.27	31.33547	-45.99014	-8.83389	0.30952999999999997	0.03495000000000004	-23.14408
1.60639	0.28	32.10448	-47.12455	-8.86676	0.30918999999999996	0.013279999999999736	-23.564359999999997
1.62529	0.29	32.8644	-48.2336	-8.90528	0.30889	-0.011150000000000215	-23.976739999999996
1.64376	0.3	33.61562	-49.31806	-8.94941	0.30840999999999996	-0.02862000000000009	-24.372060000000005
1.66182	0.31	34.35855	-50.37865	-9.00028	0.30933999999999995	-0.048859999999999904	-24.759900000000002
1.6795	0.32	35.09352	-51.41606	-9.05907	0.31022	-0.0707300000000004	-25.142120000000002
1.69682	0.33	35.82088	-52.43096	-9.1259	0.31218999999999997	-0.09677999999999987	-25.520569999999996
1.71379	0.34	36.54093	-53.42398	-9.20237	0.31484	-0.11861999999999973	-25.8892
