# kf	n	Kin	HF_NN	Scnd_NN	Trd_NN_tot	Fth_tot	total
0.904594	0.05	10.1806	-12.1384	-6.38481	-0.7867500000000001	-0.05574000000000012	-9.1851
0.961274	0.06	11.4964	-14.1684	-6.99006	-0.65378	0.1223099999999997	-10.193529999999999
1.01196	0.07	12.7407	-16.1212	-7.5156	-0.54013	0.25554999999999994	-11.18068
1.05802	0.08	13.9269	-18.0051	-7.97952	-0.44638999999999995	0.36193000000000053	-12.142179999999998
1.10038	0.09	15.0645	-19.8266	-8.39483	-0.36974	0.4376500000000001	-13.08902
1.13972	0.1	16.1607	-21.5912	-8.77224	-0.30965	0.5144400000000005	-13.997950000000001
1.17651	0.11	17.2209	-23.3032	-9.11864	-0.26188	0.5518099999999997	-14.91101
1.21113	0.12	18.2494	-24.9664	-9.43972	-0.2251	0.5825599999999995	-15.799260000000002
1.24388	0.13	19.2496	-26.5842	-9.74174	-0.19807999999999998	0.6109199999999997	-16.6635
1.27499	0.14	20.2246	-28.1595	-10.027	-0.17897000000000002	0.6440999999999999	-17.496769999999998
1.30465	0.15	21.1765	-29.6948	-10.3004	-0.16579999999999998	0.6534700000000009	-18.33103
1.33302	0.16	22.1075	-31.1926	-10.5636	-0.15759	0.6540099999999995	-19.152279999999998
1.36023	0.17	23.0193	-32.6548	-10.82	-0.15484	0.6572699999999996	-19.95307
1.3864	0.18	23.9134	-34.0833	-11.0713	-0.15439	0.6697400000000009	-20.72585
1.41161	0.19	24.79111	-35.47998	-11.32024	-0.15734999999999993	0.6684100000000006	-21.49805
1.43595	0.2	25.6535	-36.8463	-11.5682	-0.16258	0.6487999999999996	-22.274779999999993
1.4595	0.21	26.50167	-38.18388	-11.81648	-0.16934	0.6635800000000001	-23.004450000000002
1.48231	0.22	27.33645	-39.49389	-12.0678	-0.17901999999999996	0.6484700000000005	-23.75579
1.50443	0.23	28.15867	-40.77771	-12.32298	-0.18856999999999996	0.6468499999999997	-24.483739999999997
1.52593	0.24	28.96906	-42.03646	-12.58372	-0.20196999999999998	0.6498199999999996	-25.20327
1.54683	0.25	29.76827	-43.27122	-12.85192	-0.21453999999999995	0.6518599999999997	-25.91755
1.56719	0.26	30.55689	-44.483	-13.12937	-0.22821000000000002	0.6516899999999994	-26.631999999999998
1.58703	0.27	31.33547	-45.67274	-13.41692	-0.24304000000000003	0.6599600000000003	-27.337269999999993
1.60639	0.28	32.10448	-46.84132	-13.71663	-0.2596099999999999	0.6652400000000003	-28.04784
1.62529	0.29	32.8644	-47.98956	-14.03023	-0.27597000000000005	0.6736400000000002	-28.757719999999996
1.64376	0.3	33.61562	-49.11823	-14.35944	-0.29498	0.6794999999999995	-29.477529999999994
1.66182	0.31	34.35855	-50.22806	-14.70688	-0.31200000000000017	0.6930099999999992	-30.19538
1.6795	0.32	35.09352	-51.31973	-15.0732	-0.3324499999999999	0.70634	-30.925520000000002
1.69682	0.33	35.82088	-52.39387	-15.46286	-0.35318000000000005	0.7273300000000003	-31.661699999999996
1.71379	0.34	36.54093	-53.45109	-15.87868	-0.37538000000000005	0.7494399999999999	-32.41477999999999
